YEAR,MO,DY,T2M,TS,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN,SLP
2024,11,26,19.38,19.52,26.51,13.02,77.64,0,3.84,2.12,101.24
2024,11,27,18.96,19.09,26.09,13.73,73.25,0,5.31,2.57,101.17
2024,11,28,18.37,18.39,26.18,13.25,71.04,0,6.71,2.74,101.13
2024,11,29,20.8,21.27,27.99,14.67,77.49,0,5.46,2.83,101.06
2024,11,30,22.52,22.87,27.46,19.03,84.62,0,6.93,2.95,100.92
2024,12,1,23.01,23.3,27.02,20.24,86.69,1.52,5.72,1.64,100.75
2024,12,2,23.37,23.63,28.05,20.5,87.35,1.42,6.64,1.65,100.75
2024,12,3,23.99,24.48,29.23,20.71,84.88,0.48,5.72,2.35,101.03
2024,12,4,24.41,25.02,29.59,20.82,84.75,0.02,4.58,1.97,101.13
2024,12,5,24.65,25.36,29.77,21.14,84.23,0,2.76,1.19,101.14
2024,12,6,23.79,24.01,27.07,21.69,86.59,0.07,3.33,0.31,101.1
2024,12,7,24.29,24.76,29.45,20.24,81.07,0.94,2.95,0.68,101.04
2024,12,8,23.74,24.32,28.49,20.16,84.62,1.11,3.67,0.85,101.02
2024,12,9,23.57,24.15,27.63,20.65,85.48,0.4,2.87,1.01,101.04
2024,12,10,21.51,21.89,27.9,16.43,64.62,0,4.37,2.81,101.2
2024,12,11,19.47,19.88,27.04,13.99,65.57,0,4.59,1.99,101.27
2024,12,12,20.27,20.74,28.29,12.75,63.29,0,3.03,0.25,101.19
2024,12,13,19.98,20.24,26.87,14.67,60.99,0,3.94,2.27,101.26
2024,12,14,18.97,19.23,26.74,13.88,64.73,0,4.59,2.61,101.39
2024,12,15,17.37,17.4,26.57,10.84,59.46,0,4.17,2.26,101.44
2024,12,16,17.31,16.76,26.84,8.96,54.74,0,3.69,1.27,101.3
2024,12,17,19.35,18.29,28.17,12.61,51.2,0,3.12,1.29,101.19
2024,12,18,20.29,20.13,28.68,14.07,55.86,0.01,4.71,0.92,101.1
2024,12,19,20.84,21.2,27.89,14.41,75.36,2.33,4.33,2.07,101.03
2024,12,20,23.37,24.12,28.77,19.63,81.62,1.04,3.87,1.99,100.96
2024,12,21,23.03,23.51,29.73,18.62,70.89,0.05,4.13,1.86,101.02
2024,12,22,21.29,21.48,28.88,15.99,69.21,0.04,4.19,2.01,101.18
2024,12,23,20.78,20.96,28.74,14.32,63.29,0,2.94,1.74,101.22
2024,12,24,20.94,21.5,27,15.64,74.17,0.6,4.99,2.28,101.17
2024,12,25,20.93,21.59,25.66,18.14,84.16,0.72,5.27,3.37,101.31
2024,12,26,22.18,22.96,28.66,17.71,81.72,1.14,6.37,1.76,101.52
2024,12,27,22.69,23.35,28.89,18.89,75.91,0.08,6.66,2.94,101.63
2024,12,28,22.19,22.93,29.11,17.48,75.97,0,5.25,2.15,101.56
2024,12,29,22.42,22.94,29.55,17.48,71.01,0,4.13,1.84,101.58
2024,12,30,22.04,22.11,29.43,15.59,62.7,0,3.42,1.8,101.58
2024,12,31,21.66,22.02,29.13,16.15,68.1,0,3.24,1.17,101.6
