YEAR,MO,DY,T2M,TS,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN,SLP
2024,11,25,18.2,18.29,26.72,12.13,75.53,0,4.72,2.6,101.4
2024,11,26,18.24,18.35,26.87,11.44,75.03,0,4.46,2.33,101.4
2024,11,27,18.18,18.29,26.59,11.64,75.55,0,6.07,2.59,101.31
2024,11,28,18.13,18.27,26.68,12.18,73.09,0,6.26,2.68,101.31
2024,11,29,19.13,19.6,27.37,12.26,79.45,0,5.52,2.94,101.26
2024,11,30,21.1,21.5,26.5,16.5,83.14,0,5.57,2.85,101.1
2024,12,1,22.12,22.6,27.13,18.19,83.52,0.02,4.74,2.26,100.91
2024,12,2,23.27,23.67,28.34,20.03,83.3,0.12,4.21,2.41,100.92
2024,12,3,24.22,24.91,30.44,19.48,81.62,0.14,3.86,1.66,101.12
2024,12,4,24.67,25.29,30.13,20.95,83.14,1.18,3.06,1.5,101.2
2024,12,5,24.56,25.14,30.6,20.49,80.95,0.67,3.43,1.85,101.22
2024,12,6,24.29,25.03,30.3,19.27,79.21,0.5,2.63,0.98,101.17
2024,12,7,24.69,25.32,31.1,20.46,77.38,0.26,3.75,0.09,101.07
2024,12,8,24.73,25.28,31.22,20.02,77.89,0.27,3.07,1.07,101.03
2024,12,9,22.3,22.64,29.24,15.81,68.36,0.05,4.07,0.48,101.18
2024,12,10,17.83,18.33,27.11,10.72,60.95,0,4.31,2.64,101.35
2024,12,11,16.67,17.16,26.52,8.89,61.77,0,3.78,2.15,101.39
2024,12,12,17.6,18.04,28.02,9.63,64.53,0,3.57,1.03,101.29
2024,12,13,17.06,17.36,26.44,10.2,60.9,0,4.19,2.67,101.41
2024,12,14,16.25,16.57,26.07,8.76,63.32,0,4.88,2.54,101.56
2024,12,15,15.69,15.94,26.44,7.78,58.79,0,3.83,2.33,101.58
2024,12,16,15.77,15.73,26.44,7.5,61.77,0,4.28,2.14,101.42
2024,12,17,16.92,17.03,28.26,8.21,65.12,0,3.33,2.37,101.29
2024,12,18,16.92,16.79,27.63,9.52,64.38,0,4.02,2.31,101.23
2024,12,19,19.45,20.03,29.23,10.02,71.13,0,3.2,0.84,101.15
2024,12,20,21.04,21.31,25.05,18.47,86.77,0,3.46,1.82,101.09
2024,12,21,21.18,21.43,29.11,16.18,71.8,0,4.75,1.96,101.15
2024,12,22,20.28,20.58,29.33,13.95,69.02,0,4.12,2.51,101.26
2024,12,23,21,21.44,29.65,14.39,70.19,0,3.98,2,101.28
2024,12,24,22.24,22.8,30.35,15.05,66.67,0.04,5.22,1.68,101.23
2024,12,25,21.48,22.04,26.84,17.4,75.8,0.04,5.18,2.63,101.45
2024,12,26,20.96,21.73,27.17,15.15,81.79,0.11,3.11,1.9,101.64
2024,12,27,23.06,23.57,30.7,17.12,73.78,0.44,5.04,1.91,101.62
2024,12,28,23.95,24.6,31.94,17.79,65.41,0.06,4.42,1.67,101.54
2024,12,29,23.31,24.17,31.01,17.2,65.32,0,3.2,0.8,101.58
2024,12,30,22.41,23.28,29.81,16.37,69.97,0,3.66,2.15,101.63
2024,12,31,21.69,22.39,29.84,15.91,65.45,0,3.87,2.26,101.65
