YEAR,MO,DY,SLP,T2M,TS,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN
2022,11,28,101.06,18.95,18.48,27.48,12.5,66.08,0,2.86,0.09
2022,11,29,101.22,18.61,18.42,27.18,12.31,70.61,0,3.14,1.51
2022,11,30,101.32,18.87,18.82,27.5,11.83,73.48,0,3.09,1.25
2022,12,1,101.27,20.22,20.5,28.39,13.68,79.28,0,3.05,1
2022,12,2,101.21,21.16,21.44,28.89,15.15,77.92,0,2.67,0.58
2022,12,3,101.25,21.47,21.61,29.1,15.96,76.62,0,2.82,0.79
2022,12,4,101.33,20.81,20.86,28.81,15.56,73.79,0,3.03,1.27
2022,12,5,101.38,20.4,20.38,28.81,14.25,74.98,0,4.39,1.97
2022,12,6,101.35,19.79,19.93,27.93,12.9,76.5,0,3.95,2.12
2022,12,7,101.3,19.51,19.74,27.01,13.84,75.99,0,4.41,2.29
2022,12,8,101.23,17.3,17.63,26.22,11,67.8,0,5.69,2.39
2022,12,9,101.12,18.26,18.59,27.66,11.05,66,0,5.22,2.42
2022,12,10,101.1,19.67,19.91,25.45,15.47,76.51,0,3.15,1.82
2022,12,11,101.14,22.33,22.84,29.56,16.13,78.87,0.89,4.83,1.95
2022,12,12,101.12,23.8,24.15,29.61,20.04,80.52,1.34,3.86,1.27
2022,12,13,101.23,24.61,25.19,30.13,20.21,79.12,0.61,2.82,1.48
2022,12,14,101.28,24.45,25.25,31.18,19.64,73.87,0.06,3.13,1.16
2022,12,15,101.18,23.03,23.72,31.04,17.26,71.26,0,3.19,1.12
2022,12,16,101.14,23.25,23.86,30.83,17.2,71.73,0,3.65,1.46
2022,12,17,101.26,22.85,23.33,30.7,17.48,70.5,0.01,4.34,2.16
2022,12,18,101.28,19.9,20.28,29.3,13.14,64.28,0,4.16,2.25
2022,12,19,101.16,19.18,19.58,28.87,11.63,61.83,0,3.17,1.44
2022,12,20,101.12,19.9,20,29.54,12.48,61.32,0,3.16,1.55
2022,12,21,101.17,20.56,20.94,30.42,12.93,63.54,0,3.47,1.57
2022,12,22,101.15,20.98,21.34,30.71,14.02,63,0,3.17,1.19
2022,12,23,101.1,21.73,21.81,31.65,14.56,57.81,0,3.09,1.29
2022,12,24,101.17,22.33,21.83,31.56,14.83,56.45,0,5.4,1.2
2022,12,25,101.25,21.99,21.94,31.2,14.43,57.06,0,4.12,1.38
2022,12,26,101.38,23.52,23.65,31.69,15.62,65.63,0,4.21,0.33
2022,12,27,101.43,24.61,25.19,31.79,18.42,71.26,0,3.29,1.45
2022,12,28,101.55,23.61,24.11,31.23,18.34,64.41,0,4.32,1.19
2022,12,29,101.7,21.11,21.84,30.2,13.74,61.83,0,3.06,1.31
2022,12,30,101.72,22.65,22.62,31.63,16.2,57.58,0,2.97,0.3
2022,12,31,101.62,22.44,22.26,31.06,15.06,54.18,0,2.99,1.38
