YEAR,MO,DY,SLP,T2M,TS,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN
2022,11,26,101.08,20.78,20.96,27.64,15.45,76.37,0,2.94,1.71
2022,11,27,100.96,20.32,20.08,28.06,14.14,69.55,0,2.5,0.64
2022,11,28,101.01,20.63,19.81,27.72,16.2,67.42,0,2.84,0.2
2022,11,29,101.15,19.81,18.82,27.07,15.03,63.16,0,2.75,1.1
2022,11,30,101.23,19.7,18.64,26.83,14.08,66.45,0,2.8,0.52
2022,12,1,101.19,21.43,20.76,28.01,16.01,72.29,0,2.41,1.07
2022,12,2,101.13,22.49,22.65,28.31,17.67,82.02,0,2.5,1.08
2022,12,3,101.18,22.75,23.04,28.18,19.04,84.5,0,3.01,1.58
2022,12,4,101.27,22.55,22.84,28.48,18.62,80.41,0,2.8,0.99
2022,12,5,101.32,21.18,20.81,27.99,16.35,71.41,0,3.16,1.37
2022,12,6,101.24,20.11,19.78,27.61,14.13,71.1,0,3.91,1.74
2022,12,7,101.17,19.32,19.36,26.42,13.06,75.71,0,5.3,2.51
2022,12,8,101.07,18.83,18.97,26.29,14.29,66.8,0,5.69,2.55
2022,12,9,100.98,17.87,18.19,25.09,12.11,71.04,0.06,4.94,2.43
2022,12,10,100.96,20.11,20.17,25.51,16.03,81.44,1.4,5.51,2.86
2022,12,11,101.02,22.29,22.67,27.89,18.7,86.61,1.85,7.05,2.09
2022,12,12,101.07,22.81,23.43,27.92,19.43,84.63,0.68,5.55,1.83
2022,12,13,101.2,23.02,23.6,27.85,19.8,85.07,0.39,4.79,2.16
2022,12,14,101.25,23.84,24.38,29.21,19.84,80.24,0.11,3.41,1.08
2022,12,15,101.14,24.02,24.29,30.16,19.53,75.6,0,2.43,0.35
2022,12,16,101.08,23.88,24.04,30.6,18.84,72.83,0,2.87,0.84
2022,12,17,101.18,23.6,23.81,29.95,18.65,73.19,0,3.4,0.28
2022,12,18,101.21,21.81,22.15,28.46,16.47,73.05,0,4.12,1.43
2022,12,19,101.08,20.61,20.64,28.47,14.82,64.62,0,2.92,0.38
2022,12,20,101.03,21.41,20.67,29.07,16.21,60.04,0,2.91,0.16
2022,12,21,101.1,21.45,20.82,29.03,16.68,62.57,0,2.98,0.31
2022,12,22,101.11,21.42,21.11,29.1,16.24,66.23,0,3.54,0.56
2022,12,23,101.08,21.12,20.96,29.78,15.41,67.38,0,3.59,1.21
2022,12,24,101.2,20.12,20.29,29.07,13.96,65.79,0,4.46,2.13
2022,12,25,101.28,21.36,21.77,29.41,14.67,73.18,0,4.48,2.05
2022,12,26,101.38,23.22,24.07,29.73,18.05,79.59,0,3.9,2.07
2022,12,27,101.44,23.9,24.97,30.21,19.44,76.74,0,3.84,1.46
2022,12,28,101.48,24.29,25.22,31.43,18.77,71.71,0,2.63,0.53
2022,12,29,101.64,23.06,23.61,30.3,16.98,65.19,0,2.51,1.61
2022,12,30,101.7,23.11,23.3,30.32,16.78,62.25,0,2.1,0.6
2022,12,31,101.57,23.17,22.98,30.65,17.52,60.72,0,2.39,0.59
