YEAR,MO,DY,PRECTOTCORR,RH2M,WS10M_MAX,WS10M_MIN,SLP,T2M,TS,T2M_MAX,T2M_MIN
2019,11,28,0,78.96,2.13,0.96,101.38,21.41,21.32,28.19,15.84
2019,11,29,0,79.11,2.71,1.1,101.39,21.29,21.43,28.22,16
2019,11,30,0,80.32,3.37,1.89,101.39,21.36,21.66,28.49,15.68
2019,12,1,0,82.33,2.92,1.57,101.42,21.56,21.76,27.41,17.03
2019,12,2,0,80.59,2.56,1.08,101.46,22.24,22.76,28.25,18.04
2019,12,3,0,79.47,3.49,1.97,101.5,21.5,22,27.69,16.34
2019,12,4,0,80.22,4.77,2.22,101.62,20.96,21.36,27.49,16.55
2019,12,5,0,77.18,4.02,2.21,101.73,19.4,19.83,26.43,14.62
2019,12,6,0,77.13,3.32,2.02,101.66,17.93,18.51,25.76,11.69
2019,12,7,0,77.4,3.04,1.96,101.6,18.64,19.11,26.56,12.08
2019,12,8,0,77.43,3,1.22,101.62,19.06,19.53,26.61,12.92
2019,12,9,0,78.06,2.64,1.86,101.6,19.64,20.13,27.48,13.71
2019,12,10,0,76.9,2.65,1.07,101.41,19.55,19.87,27.06,13.8
2019,12,11,0,73.75,2.76,1.06,101.29,20.44,20.46,28.11,14.98
2019,12,12,0,75.66,5.86,2.63,101.25,20.86,21.11,27.94,14.95
2019,12,13,0.01,75.76,5.47,2.14,101.34,22.16,22.65,28.47,17.77
2019,12,14,0,79.31,4.52,0.75,101.56,22.95,23.61,28.83,18.88
2019,12,15,0.12,79.68,4.79,0.44,101.47,22.68,23.3,28.29,18.34
2019,12,16,0.08,79.98,3.54,0.69,101.53,21.66,22.47,27.54,17.88
2019,12,17,0,78.25,3.6,2.59,101.68,20.93,21.74,27.08,16.85
2019,12,18,0,77.97,3.87,1.76,101.74,19.98,20.83,27.03,14.64
2019,12,19,0,74.64,2.97,1.62,101.57,19.71,20.41,27.48,13.66
2019,12,20,0,72.8,3.15,1.54,101.43,19.94,20.46,27.97,14.37
2019,12,21,0,72.33,3.36,1.82,101.43,20.05,20.48,27.68,15.07
2019,12,22,0,74.31,2.52,1.54,101.46,20.32,20.88,27.89,14.16
2019,12,23,0,75.07,3.5,1.8,101.43,20.71,21.27,27.51,15.29
2019,12,24,0,73.87,4.85,1.96,101.51,20.89,21.36,27.93,14.94
2019,12,25,0.17,73.92,3.97,0.78,101.42,21.52,21.85,27.38,16.12
2019,12,26,0.48,85.39,2.23,0.32,101.35,20.62,20.75,23.34,18.49
2019,12,27,0.02,72.16,4.85,0.92,101.42,18.96,19.55,24.74,12.4
2019,12,28,0,52.68,4.64,2.49,101.57,14.32,15.03,24.04,7.67
2019,12,29,0,61.96,3.56,0.64,101.58,14.88,15.75,25.27,6.45
2019,12,30,0.01,68.06,3,1.81,101.5,17.58,18.44,25.62,9.93
2019,12,31,2.75,81.85,4.63,2.22,101.52,18,18.24,21.89,14.85
